(0.8153917307254173, -2.0770141932730108e-05)
(0.8166630546483763, -2.379589286936955e-05)
(0.8179343785713352, -2.6821643806012865e-05)
(0.8192057024942943, -2.9847394742656183e-05)
(0.8204770264172532, -3.28731456792995e-05)
(0.8217483503402122, -3.5898896615942815e-05)
(0.8230196742631714, -3.892464755258226e-05)
(0.8242909981861302, -4.1950398489225575e-05)
(0.8255623221090893, -4.497614942586889e-05)
(0.8268336460320483, -4.8001900362512204e-05)
(0.8281049699550073, -5.102765129915165e-05)
(0.8293762938779663, -5.4053402235794964e-05)
(0.8306476178009252, -5.707915317243829e-05)
(0.8319189417238843, -6.01049041090816e-05)
(0.8331902656468434, -6.313065504572491e-05)
(0.8344615895698024, -6.615640598236435e-05)
(0.8357329134927614, -6.918215691900767e-05)
(0.8370042374157202, -7.220790785565099e-05)
(0.8382755613386793, -7.52336587922943e-05)
(0.8395468852616383, -7.825940972893375e-05)
(0.8408182091845973, -8.128516066557707e-05)
(0.8420895331075563, -8.431091160222038e-05)
(0.8433608570305152, -8.733666253886369e-05)
(0.8446321809534743, -9.036241347550313e-05)
(0.8459035048764334, -9.338816441214645e-05)
(0.8471748287993922, -9.641391534878978e-05)
(0.8484461527223514, -9.943966628543307e-05)
(0.8497174766453104, -0.0001024654172220764)
(0.8509888005682693, -0.00010549116815871584)
(0.8522601244912283, -0.00010851691909535916)
(0.8535314484141873, -0.00011154267003200247)
(0.8548027723371463, -0.0001145684209686458)
(0.8560740962601053, -0.00011759417190528524)
(0.8573454201830645, -0.00012061992284192854)
(0.8586167441060234, -0.00012364567377857186)
(0.8598880680289822, -0.0001266714247152152)
(0.8611593919519414, -0.00012969717565185462)
(0.8624307158749004, -0.00013272292658849793)
(0.8637020397978594, -0.00013574867752514126)
(0.8649733637208183, -0.0001387744284617846)
(0.8662446876437773, -0.0001418001793984279)
(0.8675160115667363, -0.00014482593033506732)
(0.8687873354896953, -0.00014785168127171065)
(0.8700586594126545, -0.00015087743220835396)
(0.8713299833356134, -0.00015390318314499726)
(0.8726013072585724, -0.00015692893408163672)
(0.8738726311815314, -0.00015995468501828005)
(0.8751439551044904, -0.00016298043595492335)
(0.8764152790274493, -0.00016600618689156666)
(0.8776866029504083, -0.00016903193782821)
(0.8789579268733674, -0.00017205768876484944)
(0.8802292507963265, -0.00017508343970149272)
(0.8815005747192853, -0.00017810919063813605)
(0.8827718986422443, -0.0001811349415747755)
(0.8840432225652034, -0.0001841606925114188)
(0.8853145464881624, -0.00018718644344806212)
(0.8865858704111215, -0.00019021219438470545)
(0.8878571943340804, -0.00019323794532134878)
(0.8891285182570394, -0.0001962636962579882)
(0.8903998421799983, -0.00019928944719463154)
(0.8916711661029574, -0.00020231519813127482)
(0.8929424900259165, -0.00020534094906791815)
(0.8942138139488753, -0.00020836670000455758)
(0.8954851378718345, -0.0002113924509412009)
(0.8967564617947934, -0.00021441820187784424)
(0.8980277857177524, -0.00021744395281448755)
(0.8992991096407115, -0.00022046970375113088)
(0.9005704335636704, -0.00022349545468777033)
(0.9018417574866294, -0.0002265212056244136)
(0.9031130814095886, -0.00022954695656105694)
(0.9043844053325474, -0.00023257270749770025)
(0.9056557292555063, -0.0002355984584343397)
(0.9069270531784653, -0.00023862420937098303)
(0.9081983771014245, -0.00024164996030762634)
(0.9094697010243835, -0.00024467571124426967)
(0.9107410249473424, -0.0002477014621809129)
(0.9120123488703014, -0.0002507272131175524)
(0.9132836727932604, -0.00025375296405419573)
(0.9145549967162194, -0.00025677871499083904)
(0.9158263206391786, -0.00025980446592748234)
(0.9170976445621374, -0.0002628302168641218)
(0.9183689684850965, -0.00026585596780076516)
(0.9196402924080556, -0.0002688817187374084)
(0.9209116163310145, -0.0002719074696740517)
(0.9221829402539735, -0.00027493322061069117)
(0.9234542641769324, -0.0002779589715473345)
(0.9247255880998915, -0.00028098472248397783)
(0.9259969120228506, -0.00028401047342062113)
